ignore;_value;gdzie;kto;location;source;timestamp;target
38;-81.0;dol;figa;kabaty;ttgo1;2021-01-03 19:01:21.000003600;living_room
39;-63.0;dol;figa;kabaty;ttgo1;2021-01-03 19:02:22.000003600;living_room
40;-76.0;dol;figa;kabaty;ttgo1;2021-01-03 19:03:22.000003600;living_room
41;-57.0;dol;figa;kabaty;ttgo1;2021-01-03 19:04:21.000003600;living_room
42;-70.0;dol;figa;kabaty;ttgo1;2021-01-03 19:05:22.000003600;living_room
43;-72.0;dol;figa;kabaty;ttgo1;2021-01-03 19:06:22.000003600;living_room
44;-57.0;dol;figa;kabaty;ttgo1;2021-01-03 19:07:22.000003600;living_room
45;-57.0;dol;figa;kabaty;ttgo1;2021-01-03 19:08:22.000003600;living_room
46;-58.0;dol;figa;kabaty;ttgo1;2021-01-03 19:09:22.000003600;living_room
47;-64.0;dol;figa;kabaty;ttgo1;2021-01-03 19:10:22.000003600;living_room
48;-84.0;dol;figa;kabaty;ttgo1;2021-01-03 19:11:22.000003600;living_room
49;-76.0;dol;figa;kabaty;ttgo1;2021-01-03 19:12:22.000003600;living_room
50;-76.0;dol;figa;kabaty;ttgo1;2021-01-03 19:13:26.000003600;living_room
51;-77.0;dol;figa;kabaty;ttgo1;2021-01-03 19:14:20.000003600;living_room
52;-74.0;dol;figa;kabaty;ttgo1;2021-01-03 19:15:20.000003600;living_room
53;-78.0;dol;figa;kabaty;ttgo1;2021-01-03 19:16:21.000003600;living_room
54;-72.0;dol;figa;kabaty;ttgo1;2021-01-03 19:17:20.000003600;living_room
55;-84.0;dol;figa;kabaty;ttgo1;2021-01-03 19:18:21.000003600;living_room
56;-72.0;dol;figa;kabaty;ttgo1;2021-01-03 19:19:21.000003600;living_room
57;-72.0;dol;figa;kabaty;ttgo1;2021-01-03 19:20:20.000003600;living_room
58;-75.0;dol;figa;kabaty;ttgo1;2021-01-03 19:21:22.000003600;living_room
59;-75.0;dol;figa;kabaty;ttgo1;2021-01-03 19:22:20.000003600;living_room
60;-72.0;dol;figa;kabaty;ttgo1;2021-01-03 19:23:20.000003600;living_room
61;-66.0;dol;figa;kabaty;ttgo1;2021-01-03 19:24:21.000003600;living_room
62;-73.0;dol;figa;kabaty;ttgo1;2021-01-03 19:25:21.000003600;living_room
63;-67.0;dol;figa;kabaty;ttgo1;2021-01-03 19:26:20.000003600;living_room
64;-58.0;dol;figa;kabaty;ttgo1;2021-01-03 19:27:21.000003600;living_room
65;-65.0;dol;figa;kabaty;ttgo1;2021-01-03 19:28:21.000003600;living_room
66;-70.0;dol;figa;kabaty;ttgo1;2021-01-03 19:29:21.000003600;living_room
67;-69.0;dol;figa;kabaty;ttgo1;2021-01-03 19:30:21.000003600;living_room
68;-79.0;dol;figa;kabaty;ttgo1;2021-01-03 19:31:21.000003600;living_room
69;-85.0;dol;figa;kabaty;ttgo1;2021-01-03 19:32:21.000003600;living_room
70;-74.0;dol;figa;kabaty;ttgo1;2021-01-03 19:33:21.000003600;living_room
71;-83.0;dol;figa;kabaty;ttgo1;2021-01-03 19:34:21.000003600;living_room
72;-86.0;dol;figa;kabaty;ttgo1;2021-01-03 19:35:21.000003600;living_room
73;-85.0;dol;figa;kabaty;ttgo1;2021-01-03 19:36:21.000003600;living_room
74;-79.0;dol;figa;kabaty;ttgo1;2021-01-03 19:37:21.000003600;living_room
75;-82.0;dol;figa;kabaty;ttgo1;2021-01-03 19:38:21.000003600;living_room
76;-86.0;dol;figa;kabaty;ttgo1;2021-01-03 19:39:21.000003600;living_room
77;-82.0;dol;figa;kabaty;ttgo1;2021-01-03 19:40:21.000003600;living_room
78;-75.0;dol;figa;kabaty;ttgo1;2021-01-03 19:41:21.000003600;living_room
79;-88.0;dol;figa;kabaty;ttgo1;2021-01-03 19:42:21.000003600;living_room
80;-88.0;dol;figa;kabaty;ttgo1;2021-01-03 19:43:21.000003600;living_room
81;-88.0;dol;figa;kabaty;ttgo1;2021-01-03 19:44:21.000003600;living_room
82;-78.0;dol;figa;kabaty;ttgo1;2021-01-03 19:45:21.000003600;living_room
83;-68.0;dol;figa;kabaty;ttgo1;2021-01-03 19:46:21.000003600;living_room
84;-65.0;dol;figa;kabaty;ttgo1;2021-01-03 19:47:21.000003600;living_room
85;-68.0;dol;figa;kabaty;ttgo1;2021-01-03 19:48:21.000003600;living_room
86;-72.0;dol;figa;kabaty;ttgo1;2021-01-03 19:49:21.000003600;living_room
87;-68.0;dol;figa;kabaty;ttgo1;2021-01-03 19:50:21.000003600;living_room
88;-68.0;dol;figa;kabaty;ttgo1;2021-01-03 19:51:21.000003600;living_room
89;-85.0;dol;figa;kabaty;ttgo1;2021-01-03 19:52:21.000003600;living_room
90;-87.0;dol;figa;kabaty;ttgo1;2021-01-03 19:53:21.000003600;living_room
91;-77.0;dol;figa;kabaty;ttgo1;2021-01-03 19:54:21.000003600;living_room
92;-80.0;dol;figa;kabaty;ttgo1;2021-01-03 19:55:21.000003600;living_room
93;-78.0;dol;figa;kabaty;ttgo1;2021-01-03 19:56:21.000003600;living_room
94;-70.0;dol;figa;kabaty;ttgo1;2021-01-03 19:57:21.000003600;living_room
95;-87.0;dol;figa;kabaty;ttgo1;2021-01-03 19:58:21.000003600;living_room
96;-75.0;dol;figa;kabaty;ttgo1;2021-01-03 19:59:21.000003600;living_room
97;-71.0;dol;figa;kabaty;ttgo1;2021-01-03 20:00:21.000003600;living_room
98;-71.0;dol;figa;kabaty;ttgo1;2021-01-03 20:01:21.000003600;living_room
99;-75.0;dol;figa;kabaty;ttgo1;2021-01-03 20:02:21.000003600;living_room
100;-76.0;dol;figa;kabaty;ttgo1;2021-01-03 20:03:21.000003600;living_room
101;-82.0;dol;figa;kabaty;ttgo1;2021-01-03 20:04:21.000003600;living_room
0;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:23:21.000003600;living_room
1;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:24:21.000003600;living_room
2;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:25:21.000003600;living_room
3;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:26:21.000003600;living_room
4;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:27:21.000003600;living_room
5;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:28:19.000003600;living_room
6;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:29:21.000003600;living_room
7;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:30:21.000003600;living_room
8;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:31:22.000003600;living_room
9;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:32:22.000003600;living_room
10;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:33:22.000003600;living_room
11;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:34:22.000003600;living_room
12;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:35:22.000003600;living_room
13;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:36:22.000003600;living_room
14;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:37:21.000003600;living_room
15;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:38:22.000003600;living_room
16;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:39:21.000003600;living_room
17;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:40:21.000003600;living_room
18;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:41:21.000003600;living_room
19;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:42:20.000003600;living_room
20;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:43:21.000003600;living_room
21;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:44:21.000003600;living_room
22;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:45:21.000003600;living_room
23;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:46:21.000003600;living_room
24;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:47:21.000003600;living_room
25;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:48:21.000003600;living_room
26;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:49:20.000003600;living_room
27;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:50:24.000003600;living_room
28;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:51:21.000003600;living_room
29;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:52:21.000003600;living_room
30;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:53:21.000003600;living_room
31;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:54:21.000003600;living_room
32;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:55:22.000003600;living_room
33;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:56:21.000003600;living_room
34;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:57:20.000003600;living_room
35;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:58:19.000003600;living_room
36;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 18:59:21.000003600;living_room
37;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:00:22.000003600;living_room
38;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:01:22.000003600;living_room
39;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:02:21.000003600;living_room
40;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:03:21.000003600;living_room
41;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:04:21.000003600;living_room
42;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:05:21.000003600;living_room
43;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:06:21.000003600;living_room
44;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:07:21.000003600;living_room
45;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:08:20.000003600;living_room
46;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:09:19.000003600;living_room
47;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:10:21.000003600;living_room
48;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:11:22.000003600;living_room
49;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:12:21.000003600;living_room
50;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:13:21.000003600;living_room
51;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:14:21.000003600;living_room
52;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:15:21.000003600;living_room
53;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:16:21.000003600;living_room
54;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:17:21.000003600;living_room
55;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:18:21.000003600;living_room
56;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:19:21.000003600;living_room
57;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:20:22.000003600;living_room
58;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:21:21.000003600;living_room
59;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:22:22.000003600;living_room
60;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:23:20.000003600;living_room
61;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:24:21.000003600;living_room
62;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:25:24.000003600;living_room
63;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:26:22.000003600;living_room
64;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:27:21.000003600;living_room
65;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:28:23.000003600;living_room
66;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:29:22.000003600;living_room
67;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:30:22.000003600;living_room
68;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:31:20.000003600;living_room
69;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:32:21.000003600;living_room
70;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:33:20.000003600;living_room
71;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:34:21.000003600;living_room
72;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:35:22.000003600;living_room
73;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:36:22.000003600;living_room
74;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:37:20.000003600;living_room
75;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:38:21.000003600;living_room
76;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:39:22.000003600;living_room
77;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:40:22.000003600;living_room
78;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:41:22.000003600;living_room
79;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:42:19.000003600;living_room
80;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:43:22.000003600;living_room
81;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:44:22.000003600;living_room
82;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:45:21.000003600;living_room
83;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:46:21.000003600;living_room
84;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:47:22.000003600;living_room
85;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:48:21.000003600;living_room
86;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:49:22.000003600;living_room
87;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:50:21.000003600;living_room
88;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:51:22.000003600;living_room
89;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:52:21.000003600;living_room
90;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:53:21.000003600;living_room
91;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:54:19.000003600;living_room
92;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:55:21.000003600;living_room
93;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:56:22.000003600;living_room
94;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:57:21.000003600;living_room
95;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:58:20.000003600;living_room
96;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 19:59:20.000003600;living_room
97;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 20:00:21.000003600;living_room
98;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 20:01:37.000003600;living_room
99;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 20:02:22.000003600;living_room
100;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 20:03:22.000003600;living_room
101;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 20:04:22.000003600;living_room
0;-86.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:23:32.000003600;living_room
1;-110.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:24:33.000003600;living_room
2;-82.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:25:38.000003600;living_room
3;-83.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:26:32.000003600;living_room
4;-110.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:27:32.000003600;living_room
5;-88.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:28:35.000003600;living_room
6;-92.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:29:36.000003600;living_room
7;-84.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:30:38.000003600;living_room
8;-79.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:31:33.000003600;living_room
9;-79.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:32:32.000003600;living_room
10;-87.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:33:33.000003600;living_room
11;-110.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:34:32.000003600;living_room
12;-86.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:35:36.000003600;living_room
13;-86.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:36:33.000003600;living_room
14;-86.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:38:33.000003600;living_room
15;-85.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:39:33.000003600;living_room
16;-77.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:40:36.000003600;living_room
17;-82.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:41:32.000003600;living_room
18;-87.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:42:33.000003600;living_room
19;-93.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:43:32.000003600;living_room
20;-90.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:44:32.000003600;living_room
21;-87.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:45:37.000003600;living_room
22;-87.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:46:33.000003600;living_room
23;-110.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:47:33.000003600;living_room
24;-83.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:48:39.000003600;living_room
25;-91.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:49:37.000003600;living_room
26;-110.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:50:39.000003600;living_room
27;-83.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:51:33.000003600;living_room
28;-87.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:52:32.000003600;living_room
29;-80.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:53:31.000003600;living_room
30;-86.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:54:32.000003600;living_room
31;-81.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:55:37.000003600;living_room
32;-86.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:56:37.000003600;living_room
33;-83.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:57:35.000003600;living_room
34;-83.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:58:32.000003600;living_room
35;-85.0;forum;miko;kabaty;esp32cam-1;2021-01-03 18:59:32.000003600;living_room
36;-110.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:00:39.000003600;living_room
37;-89.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:01:32.000003600;living_room
38;-90.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:02:32.000003600;living_room
39;-78.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:03:32.000003600;living_room
40;-82.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:04:32.000003600;living_room
41;-91.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:05:37.000003600;living_room
42;-87.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:06:33.000003600;living_room
43;-110.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:07:32.000003600;living_room
44;-90.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:08:35.000003600;living_room
45;-92.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:09:37.000003600;living_room
46;-90.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:10:37.000003600;living_room
47;-88.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:11:32.000003600;living_room
48;-90.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:12:32.000003600;living_room
49;-87.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:13:33.000003600;living_room
50;-89.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:14:33.000003600;living_room
51;-82.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:15:36.000003600;living_room
52;-90.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:16:33.000003600;living_room
53;-110.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:17:32.000003600;living_room
54;-86.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:18:35.000003600;living_room
55;-89.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:19:31.000003600;living_room
56;-88.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:20:36.000003600;living_room
57;-72.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:21:32.000003600;living_room
58;-87.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:22:33.000003600;living_room
59;-82.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:23:33.000003600;living_room
60;-82.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:24:32.000003600;living_room
61;-81.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:25:36.000003600;living_room
62;-88.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:26:32.000003600;living_room
63;-93.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:27:32.000003600;living_room
64;-84.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:28:38.000003600;living_room
65;-110.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:29:36.000003600;living_room
66;-82.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:30:38.000003600;living_room
67;-79.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:31:32.000003600;living_room
68;-85.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:32:32.000003600;living_room
69;-84.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:33:32.000003600;living_room
70;-110.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:34:32.000003600;living_room
71;-85.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:35:37.000003600;living_room
72;-90.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:36:33.000003600;living_room
73;-92.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:37:32.000003600;living_room
74;-84.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:38:32.000003600;living_room
75;-88.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:39:32.000003600;living_room
76;-92.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:40:37.000003600;living_room
77;-88.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:41:32.000003600;living_room
78;-90.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:42:32.000003600;living_room
79;-89.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:43:32.000003600;living_room
80;-88.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:44:33.000003600;living_room
81;-95.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:45:36.000003600;living_room
82;-84.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:46:33.000003600;living_room
83;-81.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:47:32.000003600;living_room
84;-88.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:48:38.000003600;living_room
85;-88.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:49:36.000003600;living_room
86;-88.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:50:36.000003600;living_room
87;-86.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:51:32.000003600;living_room
88;-86.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:52:31.000003600;living_room
89;-110.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:53:32.000003600;living_room
90;-87.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:54:33.000003600;living_room
91;-87.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:55:37.000003600;living_room
92;-86.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:56:37.000003600;living_room
93;-110.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:57:35.000003600;living_room
94;-86.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:58:32.000003600;living_room
95;-81.0;forum;miko;kabaty;esp32cam-1;2021-01-03 19:59:32.000003600;living_room
96;-90.0;forum;miko;kabaty;esp32cam-1;2021-01-03 20:00:40.000003600;living_room
97;-110.0;forum;miko;kabaty;esp32cam-1;2021-01-03 20:01:34.000003600;living_room
98;-91.0;forum;miko;kabaty;esp32cam-1;2021-01-03 20:02:32.000003600;living_room
99;-89.0;forum;miko;kabaty;esp32cam-1;2021-01-03 20:03:32.000003600;living_room
100;-88.0;forum;miko;kabaty;esp32cam-1;2021-01-03 20:04:33.000003600;living_room
0;-81.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:23:36.000003600;living_room
1;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:24:37.000003600;living_room
2;-88.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:25:43.000003600;living_room
3;-81.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:26:36.000003600;living_room
4;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:27:36.000003600;living_room
5;-89.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:28:39.000003600;living_room
6;-83.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:29:41.000003600;living_room
7;-87.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:30:42.000003600;living_room
8;-84.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:31:37.000003600;living_room
9;-80.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:32:36.000003600;living_room
10;-84.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:33:37.000003600;living_room
11;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:34:36.000003600;living_room
12;-83.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:35:40.000003600;living_room
13;-83.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:36:37.000003600;living_room
14;-88.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:38:37.000003600;living_room
15;-90.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:39:37.000003600;living_room
16;-86.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:40:40.000003600;living_room
17;-81.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:41:36.000003600;living_room
18;-86.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:42:37.000003600;living_room
19;-86.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:43:36.000003600;living_room
20;-81.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:44:36.000003600;living_room
21;-86.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:45:41.000003600;living_room
22;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:46:37.000003600;living_room
23;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:47:37.000003600;living_room
24;-81.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:48:44.000003600;living_room
25;-81.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:49:42.000003600;living_room
26;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:50:44.000003600;living_room
27;-75.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:51:37.000003600;living_room
28;-81.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:52:36.000003600;living_room
29;-89.0;forum;figa;kabaty;esp32cam-1;2021-01-03 18:53:36.000003600;living_room
