ignore;_value;gdzie;kto;location;source;timestamp;target
29;-81.0;dol;miko;kabaty;ttgo1;2021-01-03 16:01:20.000003600;office
30;-84.0;dol;miko;kabaty;ttgo1;2021-01-03 16:02:20.000003600;office
31;-84.0;dol;miko;kabaty;ttgo1;2021-01-03 16:03:20.000003600;office
32;-82.0;dol;miko;kabaty;ttgo1;2021-01-03 16:04:19.000003600;office
33;-82.0;dol;miko;kabaty;ttgo1;2021-01-03 16:05:20.000003600;office
34;-81.0;dol;miko;kabaty;ttgo1;2021-01-03 16:06:20.000003600;office
35;-90.0;dol;miko;kabaty;ttgo1;2021-01-03 16:07:20.000003600;office
36;-82.0;dol;miko;kabaty;ttgo1;2021-01-03 16:08:20.000003600;office
37;-90.0;dol;miko;kabaty;ttgo1;2021-01-03 16:09:20.000003600;office
0;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:32:19.000003600;office
1;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:33:21.000003600;office
2;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:34:20.000003600;office
3;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:35:20.000003600;office
4;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:36:20.000003600;office
5;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:37:20.000003600;office
6;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:38:20.000003600;office
7;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:39:20.000003600;office
8;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:40:18.000003600;office
9;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:41:20.000003600;office
10;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:42:20.000003600;office
11;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:43:20.000003600;office
12;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:44:20.000003600;office
13;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:45:20.000003600;office
14;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:46:20.000003600;office
15;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:47:20.000003600;office
16;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:48:21.000003600;office
17;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:49:21.000003600;office
18;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:50:21.000003600;office
19;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:51:17.000003600;office
20;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:52:18.000003600;office
21;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:53:19.000003600;office
22;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:54:20.000003600;office
23;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:55:20.000003600;office
24;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:56:21.000003600;office
25;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:57:20.000003600;office
26;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:58:19.000003600;office
27;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 15:59:19.000003600;office
28;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 16:00:20.000003600;office
29;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 16:01:20.000003600;office
30;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 16:02:20.000003600;office
31;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 16:03:19.000003600;office
32;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 16:04:18.000003600;office
33;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 16:05:19.000003600;office
34;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 16:06:20.000003600;office
35;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 16:07:19.000003600;office
36;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 16:08:19.000003600;office
37;-110.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 16:09:20.000003600;office
0;-81.0;dol;figa;kabaty;ttgo1;2021-01-03 15:32:21.000003600;office
1;-81.0;dol;figa;kabaty;ttgo1;2021-01-03 15:33:22.000003600;office
2;-91.0;dol;figa;kabaty;ttgo1;2021-01-03 15:34:21.000003600;office
3;-90.0;dol;figa;kabaty;ttgo1;2021-01-03 15:35:21.000003600;office
4;-86.0;dol;figa;kabaty;ttgo1;2021-01-03 15:36:21.000003600;office
5;-85.0;dol;figa;kabaty;ttgo1;2021-01-03 15:37:21.000003600;office
6;-89.0;dol;figa;kabaty;ttgo1;2021-01-03 15:38:21.000003600;office
7;-89.0;dol;figa;kabaty;ttgo1;2021-01-03 15:39:21.000003600;office
8;-92.0;dol;figa;kabaty;ttgo1;2021-01-03 15:40:21.000003600;office
9;-86.0;dol;figa;kabaty;ttgo1;2021-01-03 15:41:21.000003600;office
10;-88.0;dol;figa;kabaty;ttgo1;2021-01-03 15:42:21.000003600;office
11;-89.0;dol;figa;kabaty;ttgo1;2021-01-03 15:43:21.000003600;office
12;-88.0;dol;figa;kabaty;ttgo1;2021-01-03 15:44:21.000003600;office
13;-82.0;dol;figa;kabaty;ttgo1;2021-01-03 15:45:21.000003600;office
14;-91.0;dol;figa;kabaty;ttgo1;2021-01-03 15:46:21.000003600;office
15;-76.0;dol;figa;kabaty;ttgo1;2021-01-03 15:47:21.000003600;office
16;-76.0;dol;figa;kabaty;ttgo1;2021-01-03 15:48:21.000003600;office
17;-87.0;dol;figa;kabaty;ttgo1;2021-01-03 15:49:21.000003600;office
18;-85.0;dol;figa;kabaty;ttgo1;2021-01-03 15:50:21.000003600;office
19;-84.0;dol;figa;kabaty;ttgo1;2021-01-03 15:51:21.000003600;office
20;-87.0;dol;figa;kabaty;ttgo1;2021-01-03 15:52:21.000003600;office
21;-87.0;dol;figa;kabaty;ttgo1;2021-01-03 15:53:21.000003600;office
22;-85.0;dol;figa;kabaty;ttgo1;2021-01-03 15:54:21.000003600;office
23;-81.0;dol;figa;kabaty;ttgo1;2021-01-03 15:55:22.000003600;office
24;-76.0;dol;figa;kabaty;ttgo1;2021-01-03 15:56:22.000003600;office
25;-89.0;dol;figa;kabaty;ttgo1;2021-01-03 15:57:22.000003600;office
26;-84.0;dol;figa;kabaty;ttgo1;2021-01-03 15:59:21.000003600;office
27;-85.0;dol;figa;kabaty;ttgo1;2021-01-03 16:00:22.000003600;office
28;-85.0;dol;figa;kabaty;ttgo1;2021-01-03 16:01:22.000003600;office
29;-85.0;dol;figa;kabaty;ttgo1;2021-01-03 16:02:22.000003600;office
30;-86.0;dol;figa;kabaty;ttgo1;2021-01-03 16:03:22.000003600;office
31;-87.0;dol;figa;kabaty;ttgo1;2021-01-03 16:04:21.000003600;office
32;-81.0;dol;figa;kabaty;ttgo1;2021-01-03 16:05:21.000003600;office
33;-86.0;dol;figa;kabaty;ttgo1;2021-01-03 16:06:21.000003600;office
34;-86.0;dol;figa;kabaty;ttgo1;2021-01-03 16:07:21.000003600;office
35;-86.0;dol;figa;kabaty;ttgo1;2021-01-03 16:08:22.000003600;office
36;-86.0;dol;figa;kabaty;ttgo1;2021-01-03 16:09:22.000003600;office
0;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:32:21.000003600;office
1;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:33:22.000003600;office
2;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:34:21.000003600;office
3;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:35:22.000003600;office
4;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:36:22.000003600;office
5;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:37:22.000003600;office
6;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:38:22.000003600;office
7;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:39:22.000003600;office
8;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:40:20.000003600;office
9;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:41:22.000003600;office
10;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:42:22.000003600;office
11;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:43:22.000003600;office
12;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:44:22.000003600;office
13;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:45:21.000003600;office
14;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:46:21.000003600;office
15;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:47:21.000003600;office
16;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:48:23.000003600;office
17;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:49:22.000003600;office
18;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:50:22.000003600;office
19;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:51:19.000003600;office
20;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:52:20.000003600;office
21;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:53:20.000003600;office
22;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:54:22.000003600;office
23;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:55:22.000003600;office
24;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:56:23.000003600;office
25;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:57:21.000003600;office
26;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:58:21.000003600;office
27;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 15:59:20.000003600;office
28;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 16:00:21.000003600;office
29;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 16:01:21.000003600;office
30;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 16:02:22.000003600;office
31;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 16:03:20.000003600;office
32;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 16:04:20.000003600;office
33;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 16:05:20.000003600;office
34;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 16:06:21.000003600;office
35;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 16:07:21.000003600;office
36;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 16:08:20.000003600;office
37;-110.0;gora;figa;kabaty;esp32-tm1637;2021-01-03 16:09:21.000003600;office
0;-73.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:32:41.000003600;office
1;-84.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:33:47.000003600;office
2;-82.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:34:41.000003600;office
3;-89.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:35:44.000003600;office
4;-77.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:36:41.000003600;office
5;-110.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:37:41.000003600;office
6;-84.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:38:42.000003600;office
7;-84.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:39:40.000003600;office
8;-110.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:40:52.000003600;office
9;-80.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:41:43.000003600;office
10;-80.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:42:40.000003600;office
11;-88.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:43:40.000003600;office
12;-81.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:44:42.000003600;office
13;-73.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:45:44.000003600;office
14;-78.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:46:42.000003600;office
15;-77.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:47:40.000003600;office
16;-110.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:48:46.000003600;office
17;-110.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:49:46.000003600;office
18;-76.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:50:49.000003600;office
19;-79.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:51:43.000003600;office
20;-74.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:52:40.000003600;office
21;-55.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:53:42.000003600;office
22;-70.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:54:41.000003600;office
23;-77.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:55:57.000003600;office
24;-81.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:56:54.000003600;office
25;-83.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:57:48.000003600;office
26;-63.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:58:40.000003600;office
27;-78.0;forum;miko;kabaty;esp32cam-1;2021-01-03 15:59:40.000003600;office
28;-82.0;forum;miko;kabaty;esp32cam-1;2021-01-03 16:00:53.000003600;office
29;-110.0;forum;miko;kabaty;esp32cam-1;2021-01-03 16:01:43.000003600;office
30;-86.0;forum;miko;kabaty;esp32cam-1;2021-01-03 16:02:45.000003600;office
31;-79.0;forum;miko;kabaty;esp32cam-1;2021-01-03 16:03:45.000003600;office
32;-83.0;forum;miko;kabaty;esp32cam-1;2021-01-03 16:04:42.000003600;office
33;-83.0;forum;miko;kabaty;esp32cam-1;2021-01-03 16:05:43.000003600;office
34;-77.0;forum;miko;kabaty;esp32cam-1;2021-01-03 16:06:46.000003600;office
35;-75.0;forum;miko;kabaty;esp32cam-1;2021-01-03 16:07:46.000003600;office
36;-81.0;forum;miko;kabaty;esp32cam-1;2021-01-03 16:08:56.000003600;office
37;-73.0;forum;miko;kabaty;esp32cam-1;2021-01-03 16:09:45.000003600;office
0;-70.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:32:45.000003600;office
1;-81.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:33:51.000003600;office
2;-78.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:34:45.000003600;office
3;-84.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:35:48.000003600;office
4;-80.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:36:45.000003600;office
5;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:37:45.000003600;office
6;-89.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:38:47.000003600;office
7;-86.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:39:44.000003600;office
8;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:40:58.000003600;office
9;-90.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:41:47.000003600;office
10;-89.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:42:44.000003600;office
11;-87.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:43:44.000003600;office
12;-76.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:44:46.000003600;office
13;-76.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:45:48.000003600;office
14;-73.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:46:46.000003600;office
15;-80.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:47:44.000003600;office
16;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:48:50.000003600;office
17;-110.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:49:51.000003600;office
18;-70.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:50:53.000003600;office
19;-65.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:51:49.000003600;office
20;-73.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:52:44.000003600;office
21;-79.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:53:46.000003600;office
22;-73.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:54:45.000003600;office
23;-73.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:56:05.000003600;office
24;-73.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:56:59.000003600;office
25;-77.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:57:52.000003600;office
26;-67.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:58:44.000003600;office
27;-86.0;forum;figa;kabaty;esp32cam-1;2021-01-03 15:59:44.000003600;office
28;-90.0;forum;figa;kabaty;esp32cam-1;2021-01-03 16:00:57.000003600;office
29;-88.0;forum;figa;kabaty;esp32cam-1;2021-01-03 16:01:47.000003600;office
30;-81.0;forum;figa;kabaty;esp32cam-1;2021-01-03 16:02:49.000003600;office
31;-84.0;forum;figa;kabaty;esp32cam-1;2021-01-03 16:03:51.000003600;office
32;-76.0;forum;figa;kabaty;esp32cam-1;2021-01-03 16:04:46.000003600;office
33;-75.0;forum;figa;kabaty;esp32cam-1;2021-01-03 16:05:47.000003600;office
34;-75.0;forum;figa;kabaty;esp32cam-1;2021-01-03 16:06:50.000003600;office
35;-80.0;forum;figa;kabaty;esp32cam-1;2021-01-03 16:07:50.000003600;office
36;-82.0;forum;figa;kabaty;esp32cam-1;2021-01-03 16:09:02.000003600;office
37;-92.0;forum;figa;kabaty;esp32cam-1;2021-01-03 16:09:50.000003600;office
0;-75.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:32:18.000003600;office
1;-72.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:33:18.000003600;office
2;-83.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:34:18.000003600;office
3;-80.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:35:18.000003600;office
4;-71.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:36:18.000003600;office
5;-73.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:37:17.000003600;office
6;-74.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:38:18.000003600;office
7;-75.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:39:19.000003600;office
8;-78.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:40:18.000003600;office
9;-86.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:41:18.000003600;office
10;-93.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:42:18.000003600;office
11;-88.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:43:18.000003600;office
12;-72.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:44:19.000003600;office
13;-74.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:45:17.000003600;office
14;-74.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:46:19.000003600;office
15;-78.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:47:18.000003600;office
16;-81.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:48:19.000003600;office
17;-74.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:49:19.000003600;office
18;-74.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:50:19.000003600;office
19;-78.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:51:18.000003600;office
20;-74.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:52:18.000003600;office
21;-87.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:53:18.000003600;office
22;-76.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:54:19.000003600;office
23;-90.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:55:19.000003600;office
24;-88.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:56:19.000003600;office
25;-82.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:57:18.000003600;office
26;-80.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:58:18.000003600;office
27;-76.0;strych;figa;kabaty;esp32-strych;2021-01-03 15:59:19.000003600;office
28;-74.0;strych;figa;kabaty;esp32-strych;2021-01-03 16:00:18.000003600;office
29;-87.0;strych;figa;kabaty;esp32-strych;2021-01-03 16:01:18.000003600;office
30;-74.0;strych;figa;kabaty;esp32-strych;2021-01-03 16:02:18.000003600;office
31;-81.0;strych;figa;kabaty;esp32-strych;2021-01-03 16:03:18.000003600;office
32;-76.0;strych;figa;kabaty;esp32-strych;2021-01-03 16:04:18.000003600;office
33;-73.0;strych;figa;kabaty;esp32-strych;2021-01-03 16:05:18.000003600;office
34;-76.0;strych;figa;kabaty;esp32-strych;2021-01-03 16:06:18.000003600;office
35;-63.0;strych;figa;kabaty;esp32-strych;2021-01-03 16:07:18.000003600;office
36;-68.0;strych;figa;kabaty;esp32-strych;2021-01-03 16:08:18.000003600;office
37;-76.0;strych;figa;kabaty;esp32-strych;2021-01-03 16:09:18.000003600;office
0;-67.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:32:17.000003600;office
1;-74.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:33:17.000003600;office
2;-79.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:34:17.000003600;office
3;-70.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:35:16.000003600;office
4;-74.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:36:16.000003600;office
5;-79.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:37:16.000003600;office
6;-74.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:38:17.000003600;office
7;-77.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:39:17.000003600;office
8;-75.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:40:17.000003600;office
9;-93.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:41:17.000003600;office
10;-80.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:42:17.000003600;office
11;-81.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:43:16.000003600;office
12;-81.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:44:17.000003600;office
13;-75.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:45:16.000003600;office
14;-76.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:46:17.000003600;office
15;-68.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:47:17.000003600;office
16;-85.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:48:17.000003600;office
17;-77.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:49:17.000003600;office
18;-77.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:50:17.000003600;office
19;-70.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:51:16.000003600;office
20;-72.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:52:17.000003600;office
21;-84.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:53:17.000003600;office
22;-75.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:54:17.000003600;office
23;-82.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:55:17.000003600;office
24;-85.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:56:17.000003600;office
25;-86.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:57:17.000003600;office
26;-85.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:58:17.000003600;office
27;-80.0;strych;miko;kabaty;esp32-strych;2021-01-03 15:59:17.000003600;office
28;-77.0;strych;miko;kabaty;esp32-strych;2021-01-03 16:00:16.000003600;office
29;-85.0;strych;miko;kabaty;esp32-strych;2021-01-03 16:01:16.000003600;office
30;-79.0;strych;miko;kabaty;esp32-strych;2021-01-03 16:02:16.000003600;office
31;-71.0;strych;miko;kabaty;esp32-strych;2021-01-03 16:03:16.000003600;office
32;-76.0;strych;miko;kabaty;esp32-strych;2021-01-03 16:04:16.000003600;office
33;-73.0;strych;miko;kabaty;esp32-strych;2021-01-03 16:05:16.000003600;office
34;-76.0;strych;miko;kabaty;esp32-strych;2021-01-03 16:06:16.000003600;office
35;-71.0;strych;miko;kabaty;esp32-strych;2021-01-03 16:07:16.000003600;office
36;-87.0;strych;miko;kabaty;esp32-strych;2021-01-03 16:08:17.000003600;office
37;-77.0;strych;miko;kabaty;esp32-strych;2021-01-03 16:09:16.000003600;office
0;-90.0;dol;miko;kabaty;ttgo1;2021-01-03 21:29:20.000003600;room_k
1;-91.0;dol;miko;kabaty;ttgo1;2021-01-03 21:30:20.000003600;room_k
2;-91.0;dol;miko;kabaty;ttgo1;2021-01-03 21:31:20.000003600;room_k
3;-90.0;dol;miko;kabaty;ttgo1;2021-01-03 21:32:20.000003600;room_k
4;-90.0;dol;miko;kabaty;ttgo1;2021-01-03 21:33:20.000003600;room_k
5;-90.0;dol;miko;kabaty;ttgo1;2021-01-03 21:34:20.000003600;room_k
6;-90.0;dol;miko;kabaty;ttgo1;2021-01-03 21:35:20.000003600;room_k
7;-90.0;dol;miko;kabaty;ttgo1;2021-01-03 21:36:20.000003600;room_k
8;-90.0;dol;miko;kabaty;ttgo1;2021-01-03 21:37:20.000003600;room_k
9;-90.0;dol;miko;kabaty;ttgo1;2021-01-03 21:38:20.000003600;room_k
10;-90.0;dol;miko;kabaty;ttgo1;2021-01-03 21:39:20.000003600;room_k
11;-92.0;dol;miko;kabaty;ttgo1;2021-01-03 21:40:20.000003600;room_k
12;-92.0;dol;miko;kabaty;ttgo1;2021-01-03 21:41:20.000003600;room_k
13;-94.0;dol;miko;kabaty;ttgo1;2021-01-03 21:42:20.000003600;room_k
14;-94.0;dol;miko;kabaty;ttgo1;2021-01-03 21:43:20.000003600;room_k
15;-94.0;dol;miko;kabaty;ttgo1;2021-01-03 21:44:20.000003600;room_k
16;-94.0;dol;miko;kabaty;ttgo1;2021-01-03 21:45:20.000003600;room_k
17;-94.0;dol;miko;kabaty;ttgo1;2021-01-03 21:46:20.000003600;room_k
18;-94.0;dol;miko;kabaty;ttgo1;2021-01-03 21:47:20.000003600;room_k
19;-89.0;dol;miko;kabaty;ttgo1;2021-01-03 21:48:20.000003600;room_k
20;-95.0;dol;miko;kabaty;ttgo1;2021-01-03 21:49:20.000003600;room_k
21;-94.0;dol;miko;kabaty;ttgo1;2021-01-03 21:50:20.000003600;room_k
22;-87.0;dol;miko;kabaty;ttgo1;2021-01-03 21:51:20.000003600;room_k
23;-92.0;dol;miko;kabaty;ttgo1;2021-01-03 21:52:20.000003600;room_k
24;-92.0;dol;miko;kabaty;ttgo1;2021-01-03 21:53:20.000003600;room_k
25;-92.0;dol;miko;kabaty;ttgo1;2021-01-03 21:54:20.000003600;room_k
26;-92.0;dol;miko;kabaty;ttgo1;2021-01-03 21:55:20.000003600;room_k
27;-92.0;dol;miko;kabaty;ttgo1;2021-01-03 21:56:20.000003600;room_k
28;-92.0;dol;miko;kabaty;ttgo1;2021-01-03 21:57:20.000003600;room_k
29;-92.0;dol;miko;kabaty;ttgo1;2021-01-03 21:58:20.000003600;room_k
30;-92.0;dol;miko;kabaty;ttgo1;2021-01-03 21:59:20.000003600;room_k
31;-89.0;dol;miko;kabaty;ttgo1;2021-01-03 22:00:20.000003600;room_k
0;-73.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 21:29:20.000003600;room_k
1;-72.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 21:30:19.000003600;room_k
2;-69.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 21:31:20.000003600;room_k
3;-55.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 21:32:20.000003600;room_k
4;-44.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 21:33:18.000003600;room_k
5;-77.0;gora;miko;kabaty;esp32-tm1637;2021-01-03 21:34:19.000003600;room_k
